Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
49,0,Travel_Rarely,0.047,Research & Development,0.2,4,Medical,1,170,3,0,0.096,3,2,Manufacturing Director,1,Married,High Income,0.05549,0.1,Y,0,14,3,3,80,0,2,2,0.15,0.05
43,0,Travel_Frequently,0.0957,Research & Development,0.28,3,Medical,1,171,2,0,0.072,4,1,Research Scientist,3,Single,Medium Income,0.1609,0.4,Y,0,12,3,4,80,0,2,3,0.03,0.01
50,0,Travel_Frequently,0.0809,Sales,0.12,3,Marketing,1,174,3,0,0.077,3,3,Sales Executive,4,Single,High Income,0.06645,0.4,Y,0,11,3,4,80,0,3,3,0.02,0.02
31,1,Travel_Rarely,0.0542,Sales,0.2,3,Life Sciences,1,175,2,0,0.071,1,2,Sales Executive,3,Married,Medium Income,0.24788,0.3,Y,1,11,3,3,80,1,2,3,0.02,0.02
41,0,Travel_Rarely,0.0802,Sales,0.09,1,Life Sciences,1,176,3,1,0.096,3,3,Sales Executive,3,Divorced,High Income,0.21196,0.3,Y,1,13,3,3,80,1,2,3,0.09,0.0
26,0,Travel_Rarely,0.1355,Human Resources,0.25,1,Life Sciences,1,177,3,0,0.061,3,1,Human Resources,3,Married,Low Income,0.08916,0.1,Y,0,23,3,4,80,1,3,3,0.08,0.05
36,0,Travel_Rarely,0.0216,Research & Development,0.06,2,Medical,1,178,2,1,0.084,3,2,Manufacturing Director,2,Divorced,Medium Income,0.02819,0.6,Y,0,20,3,4,80,2,0,3,0.03,0.0
51,1,Travel_Frequently,0.115,Research & Development,0.08,4,Life Sciences,1,179,1,1,0.053,1,3,Manufacturing Director,4,Single,High Income,0.2515,0.2,Y,0,15,3,4,80,0,2,3,0.04,0.0
39,0,Travel_Rarely,0.1329,Sales,0.04,4,Life Sciences,1,182,4,0,0.047,2,2,Sales Executive,3,Married,Medium Income,0.1459,0.4,Y,0,14,3,3,80,1,1,4,0.15,0.05
25,0,Travel_Rarely,0.0959,Sales,0.28,3,Life Sciences,1,183,1,1,0.041,2,2,Sales Executive,3,Married,High Income,0.24835,0.2,Y,0,18,3,4,80,0,3,3,0.02,0.02
30,0,Travel_Rarely,0.124,Human Resources,0.09,3,Human Resources,1,184,3,1,0.048,3,2,Human Resources,4,Married,Medium Income,0.13982,0.0,Y,1,19,3,4,80,0,2,1,0.11,0.04
32,1,Travel_Rarely,0.1033,Research & Development,0.09,3,Medical,1,190,1,0,0.041,3,1,Laboratory Technician,1,Single,Medium Income,0.10224,0.7,Y,0,22,3,1,80,0,2,4,0.05,0.0
45,0,Travel_Rarely,0.1316,Research & Development,0.29,3,Medical,1,192,3,1,0.083,3,1,Research Scientist,4,Single,Low Income,0.09752,0.5,Y,0,13,3,2,80,0,2,2,0.06,0.0
38,0,Travel_Rarely,0.0364,Research & Development,0.03,5,Technical Degree,1,193,4,0,0.032,3,2,Research Scientist,3,Single,Medium Income,0.02302,0.3,Y,1,20,3,2,80,0,2,3,0.03,0.02
30,0,Travel_Rarely,0.0438,Research & Development,0.18,3,Life Sciences,1,194,1,0,0.075,3,1,Research Scientist,3,Single,Low Income,0.2391,0.1,Y,0,14,3,3,80,0,4,2,0.05,0.0
32,0,Travel_Frequently,0.0689,Sales,0.09,2,Medical,1,195,4,1,0.035,1,2,Sales Executive,4,Divorced,Medium Income,0.22812,0.0,Y,0,17,3,4,80,3,2,4,0.08,0.0
30,0,Travel_Rarely,0.0201,Research & Development,0.05,3,Technical Degree,1,197,4,0,0.084,3,1,Research Scientist,1,Divorced,Low Income,0.10415,0.5,Y,0,14,3,4,80,1,3,3,0.03,0.02
30,0,Travel_Rarely,0.1427,Research & Development,0.02,1,Medical,1,198,2,1,0.035,2,1,Laboratory Technician,4,Single,Low Income,0.11162,0.0,Y,0,13,3,4,80,0,3,3,0.05,0.01
41,0,Travel_Frequently,0.0857,Research & Development,0.1,3,Life Sciences,1,199,4,1,0.091,2,4,Manager,1,Divorced,High Income,0.12888,0.4,Y,0,13,3,2,80,1,2,2,0.07,0.07
41,0,Travel_Rarely,0.0933,Research & Development,0.09,4,Life Sciences,1,200,3,1,0.094,3,1,Laboratory Technician,1,Married,Low Income,0.06961,0.2,Y,0,21,3,4,80,1,2,3,0.05,0.01
19,0,Travel_Rarely,0.1181,Research & Development,0.03,1,Medical,1,201,2,0,0.079,3,1,Laboratory Technician,2,Single,Low Income,0.16102,0.1,Y,0,14,3,4,80,0,3,3,0.01,0.0
40,0,Travel_Frequently,0.1395,Research & Development,0.26,3,Medical,1,202,2,0,0.054,3,2,Research Scientist,2,Divorced,Medium Income,0.08504,0.1,Y,0,11,3,1,80,1,2,3,0.2,0.02
35,0,Travel_Rarely,0.0662,Sales,0.01,5,Marketing,1,204,3,1,0.094,3,3,Sales Executive,2,Married,High Income,0.11439,0.1,Y,0,13,3,1,80,2,3,3,0.1,0.0
53,0,Travel_Rarely,0.1436,Sales,0.06,2,Marketing,1,205,2,1,0.034,3,2,Sales Representative,3,Married,Low Income,0.16047,0.2,Y,1,20,3,4,80,1,3,1,0.07,0.04
45,0,Travel_Rarely,0.0194,Research & Development,0.09,3,Life Sciences,1,206,2,1,0.06,3,2,Laboratory Technician,2,Divorced,Low Income,0.10901,0.8,Y,0,18,3,3,80,1,2,1,0.17,0.0
32,0,Travel_Frequently,0.0967,Sales,0.08,3,Marketing,1,207,2,0,0.043,3,3,Sales Executive,4,Single,High Income,0.15589,0.1,Y,0,14,3,4,80,0,2,3,0.09,0.03
29,0,Non-Travel,0.1496,Research & Development,0.01,1,Technical Degree,1,208,4,1,0.041,3,2,Manufacturing Director,3,Married,Medium Income,0.26283,0.1,Y,0,13,3,1,80,1,1,3,0.1,0.0
51,0,Travel_Rarely,0.1169,Research & Development,0.07,4,Medical,1,211,2,1,0.034,2,2,Manufacturing Director,3,Married,Medium Income,0.13983,0.2,Y,0,17,3,3,80,0,2,3,0.01,0.0
58,0,Travel_Rarely,0.1145,Research & Development,0.09,3,Medical,1,214,2,0,0.075,2,1,Research Scientist,2,Married,Low Income,0.11873,0.4,Y,1,20,3,2,80,1,3,2,0.01,0.0
40,0,Travel_Rarely,0.063,Sales,0.04,4,Marketing,1,215,3,1,0.067,2,3,Sales Executive,4,Married,High Income,0.08552,0.7,Y,0,11,3,1,80,1,2,2,0.12,0.02
34,0,Travel_Frequently,0.0303,Sales,0.02,4,Marketing,1,216,3,0,0.075,3,1,Sales Representative,3,Married,Low Income,0.11314,0.6,Y,0,18,3,4,80,1,3,3,0.04,0.01
22,0,Travel_Rarely,0.1256,Research & Development,0.19,1,Medical,1,217,3,1,0.08,3,1,Research Scientist,4,Married,Low Income,0.11992,0.1,Y,0,24,3,1,80,2,6,3,0.02,0.02
27,0,Non-Travel,0.0691,Research & Development,0.09,3,Medical,1,218,4,1,0.057,3,1,Research Scientist,2,Divorced,Low Income,0.0597,0.6,Y,0,18,3,4,80,1,1,1,0.02,0.02
28,0,Travel_Rarely,0.044,Research & Development,0.21,3,Medical,1,221,3,1,0.042,3,1,Research Scientist,4,Married,Low Income,0.06672,0.1,Y,0,11,3,3,80,1,2,1,0.05,0.0
57,0,Travel_Rarely,0.0334,Research & Development,0.24,2,Life Sciences,1,223,3,1,0.083,4,3,Healthcare Representative,4,Divorced,High Income,0.23402,0.3,Y,1,16,3,2,80,1,2,1,0.05,0.01
27,0,Non-Travel,0.145,Research & Development,0.03,3,Medical,1,224,3,1,0.079,2,1,Research Scientist,3,Divorced,Low Income,0.25326,0.1,Y,1,15,3,4,80,1,2,2,0.01,0.0
50,0,Travel_Rarely,0.1452,Research & Development,0.11,3,Life Sciences,1,226,3,0,0.053,3,5,Manager,2,Single,High Income,0.17053,0.3,Y,0,15,3,2,80,0,5,3,0.05,0.04
41,0,Travel_Rarely,0.0465,Research & Development,0.14,3,Life Sciences,1,227,1,1,0.056,3,1,Research Scientist,3,Divorced,Low Income,0.04609,0.4,Y,0,12,3,1,80,1,2,3,0.09,0.01
30,0,Travel_Rarely,0.1339,Sales,0.05,3,Life Sciences,1,228,2,0,0.041,3,3,Sales Executive,4,Married,High Income,0.08053,0.2,Y,0,12,3,3,80,1,2,3,0.1,0.07
38,0,Travel_Rarely,0.0702,Sales,0.01,4,Life Sciences,1,230,1,0,0.059,2,2,Sales Executive,4,Single,High Income,0.1293,0.4,Y,0,22,3,3,80,0,2,4,0.08,0.0
32,0,Travel_Rarely,0.012,Research & Development,0.06,5,Life Sciences,1,231,3,1,0.043,3,1,Research Scientist,3,Single,Low Income,0.1243,0.3,Y,0,20,3,1,80,0,2,3,0.05,0.01
27,0,Travel_Rarely,0.1157,Research & Development,0.17,3,Technical Degree,1,233,3,1,0.051,3,1,Research Scientist,2,Married,Low Income,0.13364,0.0,Y,1,16,3,4,80,1,3,2,0.05,0.01
19,1,Travel_Frequently,0.0602,Sales,0.01,1,Technical Degree,1,235,3,0,0.1,1,1,Sales Representative,1,Single,Low Income,0.20989,0.0,Y,0,21,3,1,80,0,5,4,0.0,0.0
36,0,Travel_Frequently,0.148,Research & Development,0.03,2,Medical,1,238,4,1,0.03,3,1,Laboratory Technician,2,Single,Low Income,0.15062,0.4,Y,0,12,3,3,80,0,3,2,0.08,0.07
30,0,Non-Travel,0.0111,Research & Development,0.09,3,Medical,1,239,3,1,0.066,3,2,Laboratory Technician,1,Divorced,Low Income,0.11012,0.1,Y,0,11,3,3,80,2,4,3,0.12,0.06
45,0,Travel_Rarely,0.1268,Sales,0.04,2,Life Sciences,1,240,3,0,0.03,3,2,Sales Executive,1,Divorced,Medium Income,0.06319,0.4,Y,1,11,3,1,80,1,3,4,0.05,0.0
56,0,Travel_Rarely,0.0713,Research & Development,0.08,3,Life Sciences,1,241,3,0,0.067,3,1,Research Scientist,1,Divorced,Medium Income,0.13939,0.4,Y,1,18,3,3,80,1,3,3,0.02,0.02
33,0,Travel_Rarely,0.0134,Research & Development,0.02,3,Life Sciences,1,242,3,1,0.09,3,1,Research Scientist,4,Single,Low Income,0.10515,0.0,Y,0,14,3,1,80,0,2,4,0.03,0.0
19,1,Travel_Rarely,0.0303,Research & Development,0.02,3,Life Sciences,1,243,2,1,0.047,2,1,Laboratory Technician,4,Single,Low Income,0.09241,0.1,Y,0,22,3,3,80,0,3,2,0.01,0.01
46,0,Travel_Rarely,0.0526,Sales,0.01,2,Marketing,1,244,2,0,0.092,3,3,Sales Executive,1,Divorced,High Income,0.02137,0.1,Y,0,25,3,3,80,3,2,3,0.24,0.12
38,0,Travel_Rarely,0.138,Research & Development,0.09,2,Life Sciences,1,245,3,0,0.075,3,1,Laboratory Technician,4,Single,Low Income,0.06319,0.1,Y,0,12,3,3,80,0,3,3,0.02,0.02
31,0,Travel_Rarely,0.014,Research & Development,0.12,1,Medical,1,246,3,0,0.095,3,1,Research Scientist,4,Married,Medium Income,0.06984,0.8,Y,1,23,3,3,80,1,0,3,0.04,0.0
34,0,Travel_Rarely,0.0629,Research & Development,0.27,2,Medical,1,247,4,0,0.095,3,1,Research Scientist,2,Single,Low Income,0.05711,0.2,Y,0,15,3,4,80,0,3,3,0.03,0.01
41,1,Travel_Rarely,0.1356,Sales,0.2,2,Marketing,1,248,2,0,0.07,3,1,Sales Representative,2,Single,Low Income,0.21728,0.1,Y,1,22,3,4,80,0,5,2,0.04,0.0
50,0,Travel_Rarely,0.0328,Research & Development,0.01,3,Medical,1,249,3,1,0.086,2,1,Laboratory Technician,3,Married,Medium Income,0.03425,0.2,Y,0,15,3,4,80,1,2,2,0.03,0.0
53,0,Travel_Rarely,0.1084,Research & Development,0.13,2,Medical,1,250,4,0,0.057,4,2,Manufacturing Director,1,Divorced,Medium Income,0.2625,0.1,Y,0,11,3,3,80,2,3,3,0.04,0.01
33,0,Travel_Rarely,0.0931,Research & Development,0.14,3,Medical,1,252,4,0,0.072,3,1,Research Scientist,2,Married,Low Income,0.04673,0.1,Y,0,13,3,4,80,1,5,3,0.08,0.01
40,0,Travel_Rarely,0.0989,Research & Development,0.04,1,Medical,1,253,4,0,0.046,3,5,Manager,3,Married,High Income,0.06499,0.1,Y,0,14,3,2,80,1,2,3,0.2,0.09
55,0,Travel_Rarely,0.0692,Research & Development,0.14,4,Medical,1,254,3,1,0.061,4,5,Research Director,2,Single,High Income,0.13339,0.8,Y,0,11,3,4,80,0,3,3,0.24,0.02
34,0,Travel_Frequently,0.1069,Research & Development,0.02,1,Life Sciences,1,256,4,1,0.045,2,2,Manufacturing Director,3,Married,High Income,0.14074,0.1,Y,0,17,3,3,80,0,2,2,0.1,0.01
51,0,Travel_Rarely,0.0313,Research & Development,0.03,3,Medical,1,258,4,0,0.098,3,4,Healthcare Representative,2,Single,High Income,0.07192,0.3,Y,0,18,3,3,80,0,6,3,0.07,0.01
52,0,Travel_Rarely,0.0699,Research & Development,0.01,4,Life Sciences,1,259,3,1,0.065,2,5,Manager,3,Married,High Income,0.05678,0.0,Y,0,14,3,1,80,1,5,3,0.27,0.11
27,0,Travel_Rarely,0.0894,Research & Development,0.09,3,Medical,1,260,4,0,0.099,3,1,Research Scientist,2,Single,Low Income,0.11781,0.1,Y,0,16,3,4,80,0,2,2,0.07,0.0
35,1,Travel_Rarely,0.0556,Research & Development,0.23,2,Life Sciences,1,261,2,1,0.05,2,2,Manufacturing Director,3,Married,Medium Income,0.15497,0.3,Y,1,13,3,1,80,0,1,3,0.01,0.0
43,0,Non-Travel,0.1344,Research & Development,0.07,3,Medical,1,262,4,1,0.037,4,1,Research Scientist,4,Divorced,Low Income,0.05228,0.4,Y,0,14,3,4,80,3,3,4,0.05,0.02
45,0,Non-Travel,0.1195,Research & Development,0.02,2,Medical,1,264,1,1,0.065,2,4,Manager,4,Married,High Income,0.20462,0.9,Y,0,23,3,4,80,1,1,3,0.2,0.11
37,0,Travel_Rarely,0.029,Research & Development,0.21,3,Life Sciences,1,267,2,1,0.065,4,1,Research Scientist,1,Married,Low Income,0.22977,0.1,Y,1,12,3,1,80,1,3,2,0.08,0.01
35,0,Travel_Frequently,0.0138,Research & Development,0.02,3,Medical,1,269,2,0,0.037,3,2,Laboratory Technician,2,Single,Medium Income,0.15986,0.5,Y,0,11,3,4,80,0,5,3,0.06,0.01
42,0,Non-Travel,0.0926,Research & Development,0.21,2,Medical,1,270,3,0,0.036,3,2,Manufacturing Director,3,Divorced,Medium Income,0.16439,0.2,Y,0,16,3,2,80,1,5,3,0.05,0.0
38,0,Travel_Rarely,0.1261,Research & Development,0.02,4,Life Sciences,1,271,4,1,0.088,3,2,Manufacturing Director,3,Married,High Income,0.07259,0.9,Y,0,14,3,2,80,0,3,3,0.01,0.0
38,0,Travel_Rarely,0.1084,Research & Development,0.29,3,Technical Degree,1,273,4,1,0.054,3,2,Manufacturing Director,4,Married,Medium Income,0.04185,0.3,Y,0,18,3,1,80,1,3,1,0.07,0.01
27,0,Travel_Frequently,0.0472,Research & Development,0.01,1,Technical Degree,1,274,3,1,0.06,2,2,Manufacturing Director,1,Married,Medium Income,0.09679,0.5,Y,0,19,3,3,80,1,1,3,0.02,0.02
49,0,Non-Travel,0.1002,Research & Development,0.18,4,Life Sciences,1,275,4,1,0.092,3,2,Manufacturing Director,4,Divorced,High Income,0.23793,0.1,Y,1,15,3,1,80,2,0,3,0.07,0.01
34,0,Travel_Frequently,0.0878,Research & Development,0.1,4,Medical,1,277,4,1,0.043,3,1,Research Scientist,3,Divorced,Medium Income,0.05972,0.1,Y,1,17,3,4,80,1,4,4,0.05,0.02
40,0,Travel_Rarely,0.0905,Research & Development,0.19,2,Medical,1,281,3,1,0.099,3,2,Laboratory Technician,4,Married,Low Income,0.16523,0.8,Y,1,15,3,3,80,1,2,4,0.07,0.03
38,1,Travel_Rarely,0.118,Research & Development,0.29,1,Medical,1,282,2,1,0.07,3,2,Healthcare Representative,1,Married,High Income,0.11354,0.7,Y,1,19,3,2,80,0,2,3,0.01,0.0
29,1,Travel_Rarely,0.0121,Sales,0.27,3,Marketing,1,283,2,0,0.035,3,3,Sales Executive,4,Married,High Income,0.24525,0.1,Y,0,22,3,4,80,3,3,2,0.1,0.01
22,0,Travel_Rarely,0.1136,Research & Development,0.05,3,Life Sciences,1,284,4,1,0.06,4,1,Research Scientist,2,Divorced,Low Income,0.12392,0.1,Y,1,16,3,1,80,1,2,2,0.04,0.02
36,0,Travel_Frequently,0.0635,Research & Development,0.18,1,Medical,1,286,2,0,0.073,3,1,Laboratory Technician,4,Single,Low Income,0.07703,0.1,Y,0,13,3,1,80,0,2,3,0.08,0.01
40,0,Non-Travel,0.1151,Research & Development,0.09,5,Life Sciences,1,287,4,1,0.063,2,2,Healthcare Representative,4,Married,Medium Income,0.14242,0.9,Y,0,14,3,4,80,1,5,1,0.03,0.0
46,0,Travel_Rarely,0.0644,Research & Development,0.01,4,Medical,1,288,4,1,0.097,3,3,Healthcare Representative,1,Divorced,High Income,0.12368,0.7,Y,0,16,3,3,80,1,3,3,0.04,0.0
32,1,Travel_Rarely,0.1045,Sales,0.04,4,Medical,1,291,4,1,0.032,1,3,Sales Executive,4,Married,High Income,0.25812,0.1,Y,0,11,3,3,80,0,2,2,0.14,0.09
30,0,Non-Travel,0.0829,Research & Development,0.01,1,Life Sciences,1,292,3,1,0.088,2,3,Manufacturing Director,3,Single,High Income,0.20925,0.1,Y,0,22,3,3,80,0,2,3,0.11,0.05
27,0,Travel_Frequently,0.1242,Sales,0.2,3,Life Sciences,1,293,4,0,0.09,3,2,Sales Executive,3,Single,High Income,0.12916,0.1,Y,0,14,3,4,80,0,2,3,0.07,0.0
51,0,Travel_Rarely,0.1469,Research & Development,0.08,4,Life Sciences,1,296,2,1,0.081,2,3,Research Director,2,Married,High Income,0.15736,0.5,Y,0,16,3,4,80,2,5,1,0.1,0.04
30,1,Travel_Rarely,0.1005,Research & Development,0.03,3,Technical Degree,1,297,4,0,0.088,3,1,Research Scientist,1,Single,Low Income,0.08556,0.5,Y,1,11,3,3,80,0,5,3,0.05,0.0
41,0,Travel_Rarely,0.0896,Sales,0.06,3,Life Sciences,1,298,4,0,0.075,3,3,Manager,4,Single,High Income,0.14674,0.3,Y,1,18,3,3,80,0,3,3,0.01,0.0
30,1,Travel_Frequently,0.0334,Sales,0.26,4,Marketing,1,299,3,0,0.052,2,2,Sales Executive,1,Single,High Income,0.22967,0.5,Y,0,15,3,3,80,0,5,2,0.06,0.0
29,1,Travel_Rarely,0.0992,Research & Development,0.01,3,Technical Degree,1,300,3,1,0.085,3,1,Research Scientist,3,Single,Low Income,0.19757,0.0,Y,0,14,3,4,80,0,1,2,0.06,0.01
45,0,Non-Travel,0.1052,Sales,0.06,3,Medical,1,302,4,0,0.057,2,3,Sales Executive,4,Single,High Income,0.1684,0.6,Y,0,12,3,4,80,0,2,3,0.19,0.12
54,0,Travel_Rarely,0.1147,Sales,0.03,3,Marketing,1,303,4,0,0.052,3,2,Sales Executive,1,Married,Medium Income,0.17011,0.2,Y,0,14,3,4,80,1,4,3,0.06,0.0
36,0,Travel_Rarely,0.1396,Research & Development,0.05,2,Life Sciences,1,304,4,1,0.062,3,2,Laboratory Technician,2,Single,Medium Income,0.09945,0.8,Y,0,16,3,4,80,0,3,4,0.13,0.03
33,0,Travel_Rarely,0.0147,Research & Development,0.04,4,Medical,1,305,3,0,0.047,2,1,Research Scientist,2,Married,Low Income,0.13248,0.6,Y,0,21,3,4,80,0,3,3,0.03,0.01
37,0,Travel_Frequently,0.0663,Research & Development,0.11,3,Other,1,306,2,1,0.047,3,3,Research Director,4,Divorced,High Income,0.10056,0.1,Y,1,14,3,3,80,3,1,3,0.1,0.0
38,0,Travel_Rarely,0.0119,Sales,0.03,3,Life Sciences,1,307,1,1,0.076,3,3,Sales Executive,3,Divorced,High Income,0.09647,0.0,Y,0,12,3,3,80,2,6,2,0.16,0.05
31,0,Non-Travel,0.0979,Research & Development,0.01,4,Medical,1,308,3,1,0.09,1,2,Manufacturing Director,3,Married,Medium Income,0.04381,0.0,Y,0,12,3,4,80,1,2,3,0.05,0.01
59,0,Travel_Rarely,0.0142,Research & Development,0.03,3,Life Sciences,1,309,3,1,0.07,2,1,Research Scientist,4,Married,Low Income,0.08456,0.3,Y,0,17,3,1,80,1,6,3,0.01,0.0
37,0,Travel_Frequently,0.0319,Sales,0.04,4,Marketing,1,311,1,1,0.041,3,1,Sales Representative,4,Divorced,Low Income,0.02539,0.4,Y,0,17,3,3,80,1,2,3,0.09,0.05
29,0,Travel_Frequently,0.1413,Sales,0.01,1,Medical,1,312,2,0,0.042,3,3,Sales Executive,4,Married,High Income,0.06599,0.1,Y,0,14,3,4,80,1,5,3,0.11,0.04
35,0,Travel_Frequently,0.0944,Sales,0.01,3,Marketing,1,314,3,0,0.092,3,3,Sales Executive,3,Single,High Income,0.09096,0.1,Y,0,14,3,1,80,0,3,4,0.1,0.0
29,1,Travel_Rarely,0.0896,Research & Development,0.18,1,Medical,1,315,3,1,0.086,2,1,Research Scientist,4,Single,Low Income,0.14961,0.1,Y,1,13,3,3,80,0,3,2,0.04,0.0
52,0,Travel_Rarely,0.1323,Research & Development,0.02,3,Life Sciences,1,316,3,0,0.089,2,1,Laboratory Technician,4,Single,Low Income,0.033,0.7,Y,0,15,3,2,80,0,3,2,0.02,0.02
42,0,Travel_Rarely,0.0532,Research & Development,0.04,2,Technical Degree,1,319,3,1,0.058,3,5,Manager,4,Married,High Income,0.04933,0.1,Y,0,11,3,4,80,0,3,3,0.22,0.11
59,0,Travel_Rarely,0.0818,Human Resources,0.06,2,Medical,1,321,2,1,0.052,3,1,Human Resources,3,Married,Low Income,0.25657,0.8,Y,0,17,3,4,80,0,2,2,0.02,0.02
50,0,Travel_Rarely,0.0854,Sales,0.01,4,Medical,1,323,4,0,0.068,3,5,Manager,4,Divorced,High Income,0.24118,0.3,Y,0,11,3,3,80,1,3,2,0.07,0.0
33,1,Travel_Rarely,0.0813,Research & Development,0.14,3,Medical,1,325,3,1,0.058,3,1,Laboratory Technician,4,Married,Low Income,0.22149,0.5,Y,1,13,3,3,80,1,2,1,0.05,0.0
43,0,Travel_Rarely,0.1034,Sales,0.16,3,Marketing,1,327,4,0,0.08,3,4,Manager,4,Married,High Income,0.07744,0.5,Y,1,22,3,3,80,1,3,3,0.17,0.01
33,1,Travel_Rarely,0.0465,Research & Development,0.02,2,Life Sciences,1,328,1,0,0.039,3,1,Laboratory Technician,1,Married,Low Income,0.21509,0.7,Y,0,20,3,1,80,0,3,4,0.09,0.01
52,0,Non-Travel,0.0771,Sales,0.02,4,Life Sciences,1,329,1,1,0.079,2,5,Manager,3,Single,High Income,0.2103,0.1,Y,1,18,3,4,80,0,2,4,0.27,0.12
32,0,Travel_Rarely,0.1401,Sales,0.04,2,Life Sciences,1,330,3,0,0.056,3,1,Sales Representative,2,Married,Medium Income,0.2099,0.2,Y,0,11,3,1,80,1,5,3,0.04,0.01
32,1,Travel_Rarely,0.0515,Research & Development,0.01,3,Life Sciences,1,331,4,1,0.062,2,1,Laboratory Technician,3,Single,Medium Income,0.09571,0.0,Y,1,14,3,4,80,0,2,1,0.03,0.01
39,0,Travel_Rarely,0.1431,Research & Development,0.01,4,Medical,1,332,3,0,0.096,3,1,Laboratory Technician,3,Divorced,Low Income,0.15417,0.7,Y,0,14,3,3,80,3,1,3,0.03,0.01
32,0,Non-Travel,0.0976,Sales,0.26,4,Marketing,1,333,3,1,0.1,3,2,Sales Executive,4,Married,Medium Income,0.12069,0.0,Y,0,18,3,1,80,0,2,3,0.03,0.02
41,0,Travel_Rarely,0.1411,Research & Development,0.19,2,Life Sciences,1,334,3,1,0.036,3,2,Research Scientist,1,Divorced,Low Income,0.19877,0.2,Y,0,16,3,1,80,2,2,2,0.01,0.0
40,0,Travel_Rarely,0.13,Research & Development,0.24,2,Technical Degree,1,335,1,1,0.062,3,2,Research Scientist,4,Divorced,Low Income,0.24447,0.1,Y,0,17,3,1,80,2,3,3,0.09,0.04
45,0,Travel_Rarely,0.0252,Research & Development,0.01,3,Other,1,336,3,1,0.07,4,5,Manager,4,Married,High Income,0.1597,0.0,Y,0,11,3,3,80,1,2,3,0.24,0.01
31,0,Travel_Frequently,0.1327,Research & Development,0.03,4,Medical,1,337,2,1,0.073,3,3,Research Director,3,Divorced,High Income,0.13523,0.9,Y,0,12,3,1,80,1,3,3,0.02,0.02
33,0,Travel_Rarely,0.0832,Research & Development,0.05,4,Life Sciences,1,338,3,0,0.063,2,1,Research Scientist,4,Married,Low Income,0.14776,0.1,Y,0,13,3,3,80,1,2,2,0.02,0.0
34,0,Travel_Rarely,0.047,Research & Development,0.02,4,Life Sciences,1,339,4,1,0.084,2,2,Manufacturing Director,1,Married,Medium Income,0.23687,0.6,Y,0,13,3,2,80,1,3,3,0.11,0.05
37,0,Travel_Rarely,0.1017,Research & Development,0.01,2,Medical,1,340,3,0,0.083,2,1,Research Scientist,1,Married,Medium Income,0.18697,0.2,Y,0,14,3,1,80,1,2,2,0.03,0.0
45,0,Travel_Frequently,0.1199,Research & Development,0.07,4,Life Sciences,1,341,1,1,0.077,4,2,Manufacturing Director,3,Married,Medium Income,0.05118,0.4,Y,0,17,3,4,80,1,1,3,0.03,0.0
37,1,Travel_Frequently,0.0504,Research & Development,0.1,3,Medical,1,342,1,1,0.061,3,3,Manufacturing Director,3,Divorced,High Income,0.22573,0.6,Y,0,11,3,2,80,2,5,3,0.01,0.0
39,0,Travel_Frequently,0.0505,Research & Development,0.02,4,Technical Degree,1,343,3,0,0.064,3,3,Healthcare Representative,3,Single,High Income,0.0642,0.0,Y,0,25,3,4,80,0,1,3,0.19,0.11
29,0,Travel_Rarely,0.0665,Research & Development,0.15,3,Life Sciences,1,346,3,1,0.06,3,1,Research Scientist,4,Single,Low Income,0.22673,0.1,Y,0,19,3,1,80,0,1,3,0.06,0.01
42,0,Travel_Rarely,0.0916,Research & Development,0.17,2,Life Sciences,1,347,4,0,0.082,4,2,Research Scientist,1,Single,High Income,0.23016,0.3,Y,1,13,3,3,80,0,1,3,0.03,0.0
29,0,Travel_Rarely,0.1247,Sales,0.2,2,Marketing,1,349,4,1,0.045,3,2,Sales Executive,4,Divorced,High Income,0.10732,0.2,Y,0,14,3,4,80,1,2,3,0.03,0.0
25,0,Travel_Rarely,0.0685,Research & Development,0.01,3,Life Sciences,1,350,1,0,0.062,3,2,Manufacturing Director,3,Married,Medium Income,0.07505,0.0,Y,0,12,3,4,80,2,3,3,0.04,0.01
42,0,Travel_Rarely,0.0269,Research & Development,0.02,3,Medical,1,351,4,0,0.056,2,1,Laboratory Technician,1,Divorced,Low Income,0.08007,0.0,Y,1,11,3,3,80,1,4,3,0.09,0.07
40,0,Travel_Rarely,0.1416,Research & Development,0.02,2,Medical,1,352,1,1,0.049,3,5,Research Director,3,Divorced,High Income,0.05949,0.0,Y,0,19,3,4,80,1,5,3,0.21,0.03
51,0,Travel_Rarely,0.0833,Research & Development,0.01,3,Life Sciences,1,353,3,1,0.096,3,1,Research Scientist,4,Married,Low Income,0.23231,0.1,Y,0,11,3,2,80,0,0,2,0.01,0.0
31,1,Travel_Frequently,0.0307,Research & Development,0.29,2,Medical,1,355,3,1,0.071,2,1,Laboratory Technician,2,Single,Low Income,0.11652,0.0,Y,0,11,3,2,80,0,2,4,0.05,0.01
